#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
34,passagem aerea,机票,br,70,463000,0.15,1.01,passagens aereas,2025-10-21 17:09:41,"Top ads,Paid sitelinks,Sitelinks,Bottom ads",483000,943000,957000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
35,melatonina,褪黑素,br,2,457000,0.10,0.73,melatonina,2025-10-21 19:49:46,"AI Overview,Thumbnail,Sitelinks,People also ask,Knowledge panel",1050000,229000,229000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
36,brasil x colômbia,巴西 x 哥伦比亚,br,19,456000,0.20,0.4,brasil x colômbia,2025-10-22 18:41:58,"People also ask,Video preview,Thumbnail",461000,162000,162000,2015-09-03,"Informational,Non-branded,Non-local"
37,banco,银行,br,93,443000,0.20,0.47,banco do brasil,2025-10-24 17:34:39,"Local pack,Top stories,Thumbnail,Sitelinks,People also ask,Video preview",810000,2120000,2130000,2015-09-01,"Informational,Non-branded,Non-local"
38,whey protein,乳清蛋白,br,10,435000,0.10,0.53,whey protein,2025-10-21 23:32:10,"Shopping,Thumbnail,People also ask,Knowledge panel,Sitelinks",1130000,58000,58000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
39,jogos hoje,今天的比赛,br,66,435000,0.15,0.89,jogos de hoje,2025-10-24 07:44:28,"People also ask,Video preview",466000,2570000,2620000,2015-09-01,"Informational,Non-branded,Non-local"
40,ipva,伊普瓦,br,55,412000,0.20,1.05,ipva 2025,2025-10-22 14:10:37,"Sitelinks,People also ask,Knowledge panel,Video preview",413000,95000,95000,2015-09-01,"Informational,Non-branded,Non-local"
41,jogo de hoje,今天的比赛,br,63,410000,0.15,0.8,jogos de hoje,2025-10-21 23:30:03,"Sitelinks,Top stories,Thumbnail,Video preview",429000,2350000,2400000,2015-09-01,"Informational,Non-branded,Non-local"
42,das mei,那我的,br,62,400000,0.15,1.14,pgmei,2025-10-21 00:16:54,"Sitelinks,Video preview",403000,800000,802000,2015-09-01,"Informational,Non-branded,Non-local"
43,dolar para real,美元兑雷亚尔,br,47,398000,0.20,0.6,dolar para real,2025-10-21 16:48:13,Sitelinks,470000,878000,912000,2015-09-01,"Informational,Non-branded,Non-local"
44,body splash,身体飞溅,br,1,363000,0.10,0.46,body splash boticario,2025-10-24 12:17:56,"Shopping,Thumbnail,People also ask,Sitelinks,Video preview",402000,77000,77000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
45,esporte,运动,br,70,334000,0.45,1.08,globo esporte,2025-10-20 23:18:32,"Sitelinks,Top stories,Thumbnail,Video preview",336000,3750000,3820000,2015-09-01,"Informational,Non-branded,Non-local"
46,mulheres nas áreas de stem,干领域的女性,br,1,333000,0.20,,mulheres nas áreas de stem,2025-10-21 11:49:03,"AI Overview,Thumbnail,People also ask",335000,39000,39000,2025-03-07,"Informational,Non-branded,Non-local"
47,cnu,中央大学,br,63,329000,0.10,0.92,cnu 2025,2025-10-22 14:22:17,"Sitelinks,Top stories,Thumbnail,People also ask,Video preview",342000,528000,528000,2015-09-01,"Informational,Non-branded,Non-local"
48,inteligência artificial,人工智能,br,64,320000,0.10,0.59,inteligência artificial,2025-10-24 21:42:06,"People also ask,Sitelinks,Video preview",355000,110000,114000,2015-09-01,"Informational,Non-branded,Non-local"
49,futebol hoje,今天的足球,br,57,319000,0.15,0.85,jogos de hoje,2025-10-22 00:21:36,"Top stories,Thumbnail,People also ask,Video preview",349000,2350000,2400000,2015-09-01,"Informational,Non-branded,Non-local"
50,imposto de renda,所得税,br,80,318000,0.10,0.94,declaração de imposto de renda,2025-10-22 01:35:50,"Top stories,Thumbnail,Sitelinks,People also ask,Knowledge panel",322000,854000,856000,2015-09-01,"Informational,Non-branded,Non-local"
51,emprestimo pessoal,个人贷款,br,67,316000,0.25,1.35,emprestimo pessoal,2025-10-21 19:12:02,"People also ask,Sitelinks",322000,396000,398000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
52,eleições americanas,美国选举,br,23,313000,0.20,0.77,eleições estados unidos,2025-10-24 18:27:48,"Top stories,Thumbnail,Video preview",317000,645000,669000,2015-09-01,"Informational,Non-branded,Non-local"
53,versiculo do dia,我给你一首诗,br,11,306000,0.15,1.05,versiculo do dia,2025-10-21 19:32:44,"Sitelinks,People also ask",318000,363000,373000,2015-09-01,"Informational,Non-branded,Non-local"
54,clube adulto,成人俱乐部,br,0,303000,0.35,1.19,clube adulto,2025-10-23 03:52:46,Sitelinks,309000,371000,372000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
55,deunoposte ojogodobicho,奥乔戈多比乔举报信,br,39,299000,0.50,1.1,deu no poste,2025-10-24 16:19:00,"Sitelinks,Video preview",299000,18080000,18080000,2015-09-19,"Informational,Non-branded,Non-local"
56,previsão do tempo para hoje,今天的天气预报,br,72,298000,0.10,0.27,clima para amanhã,2025-10-21 11:52:08,"Sitelinks,Video preview",300000,6320000,6320000,2015-09-01,"Informational,Non-branded,Non-local"
57,ricardo nunes,里卡多·努内斯,br,13,293000,1.30,0.6,prefeito de são paulo,2025-10-24 06:05:49,"Top stories,Thumbnail,Knowledge panel,People also ask,Video preview",296000,18000,18000,2015-09-01,"Informational,Non-branded,Non-local"
58,ancelotti,安切洛蒂,br,12,292000,0.25,0.54,estatísticas de carlo ancelotti,2025-10-21 18:40:58,"Top stories,Thumbnail,Knowledge panel,Sitelinks",690000,19000,20000,2015-09-04,"Informational,Non-branded,Non-local"
59,pagina do participante,参与者页面,br,89,292000,0.10,1.16,inep,2025-10-21 22:55:52,Sitelinks,292000,3460000,3460000,2015-09-02,"Informational,Navigational,Non-branded,Non-local"
60,roleta,轮盘赌,br,66,291000,0.35,0.39,roleta,2025-10-21 13:04:26,Knowledge panel,358000,180000,206000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
61,dia da terra 2025,2025 年地球日,br,8,288000,1.20,,dia da terra 2025,2025-10-21 10:40:38,"People also ask,Knowledge panel,Thumbnail",292000,105000,171000,2024-05-09,"Informational,Non-branded,Non-local"
62,ibov,伊博夫,br,47,282000,0.20,0.22,ibovespa,2025-10-24 01:51:38,"Top stories,Thumbnail,Knowledge panel,Sitelinks,People also ask,Video preview",286000,52000,53000,2015-09-01,"Informational,Non-branded,Non-local"
63,classificações de eliminatórias da copa do mundo,世界杯预选赛排名,br,41,282000,0.50,,classificações de eliminatórias da copa do mundo,2025-10-21 14:05:32,"Featured snippet,People also ask,Sitelinks",289000,144000,144000,2023-08-29,"Informational,Non-branded,Non-local"
64,alessandra negrini,亚历山德拉·内格里尼,br,0,280000,0.60,0.36,alessandra negrini,2025-10-21 14:59:53,"Thumbnail,Knowledge panel,People also ask,Video preview",293000,73000,73000,2015-09-01,"Informational,Non-branded,Non-local"
65,mix putaria,混合抱怨,br,0,275000,0.25,1.37,mixputaria,2025-10-22 18:54:21,Sitelinks,281000,380000,382000,2015-09-01,"Informational,Non-branded,Non-local"
66,em,嗯,br,93,273000,1.20,0.5,em,2025-10-21 18:41:33,"Sitelinks,People also ask",678000,292000,296000,2015-09-01,"Informational,Non-branded,Non-local"
67,casa de aposta,博彩公司,br,75,270000,1.80,0.9,betfair,2025-10-24 08:54:46,"Sitelinks,People also ask,Video preview",277000,1420000,1430000,2015-09-03,"Informational,Commercial,Non-branded,Non-local"
68,cc,抄送,br,54,269000,0.70,0.93,cc,2025-10-22 11:29:00,"Sitelinks,People also ask,Knowledge panel,Video preview",805000,586000,586000,2015-09-01,"Informational,Non-branded,Non-local"
69,biblia online,圣经在线,br,41,269000,0.10,1.02,biblia online,2025-10-21 03:25:21,Sitelinks,323000,566000,593000,2015-09-01,"Informational,Non-branded,Non-local"
70,famosos nus,著名的努斯,br,9,268000,0.50,1.03,famosos nus,2025-10-21 10:06:04,Sitelinks,280000,326000,332000,2015-09-01,"Informational,Non-branded,Non-local"
71,flores,弗洛雷斯,br,45,267000,0.10,0.23,flor de baunilha,2025-10-24 11:44:31,"Local teaser pack,People also ask,Thumbnail,Sitelinks,Video preview,Knowledge panel",1180000,2000,2000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
72,conversor de moeda,货币转换器,br,35,263000,0.20,0.88,dolar para real,2025-10-21 07:03:59,Sitelinks,382000,878000,912000,2015-09-01,"Informational,Non-branded,Non-local"
73,investing,投资,br,59,259000,0.30,1.02,investing,2025-10-24 16:24:51,"Sitelinks,Video preview",2670000,278000,279000,2015-09-01,"Informational,Non-branded,Non-local"
74,webmail,网络邮件,br,28,256000,0.10,0.92,webmail,2025-10-21 19:29:07,"Sitelinks,Knowledge panel",1880000,230000,230000,2015-09-01,"Navigational,Non-branded,Non-local"
75,bingo em casa,在家宾果游戏,br,0,255000,0.90,0.51,bingo em casa,2025-10-21 01:56:33,Thumbnail,255000,46000,46000,2015-10-25,"Informational,Commercial,Non-branded,Non-local"
76,eleições eua,美国大选,br,17,253000,0.20,0.6,eleições estados unidos,2025-10-21 23:34:48,"Sitelinks,Top stories,Thumbnail",266000,600000,636000,2015-09-01,"Informational,Non-branded,Non-local"
77,carioca,从里约出发,br,51,252000,0.10,0.51,carioca digital,2025-10-22 03:20:44,"Sitelinks,People also ask",291000,138000,138000,2015-09-01,"Informational,Non-branded,Non-local"
78,jogo hoje,今天比赛,br,62,246000,0.15,0.71,jogos de hoje,2025-10-24 15:07:38,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",253000,2570000,2620000,2015-09-01,"Informational,Non-branded,Non-local"
79,home office,家庭办公室,br,6,236000,0.10,0.46,vagas home office,2025-10-21 20:30:47,"People also ask,Knowledge panel",426000,134000,134000,2015-09-01,"Informational,Non-branded,Non-local"
80,assinatura digital,数字签名,br,52,229000,0.30,0.72,assinatura digital gov,2025-10-21 15:49:29,"Sitelinks,Knowledge panel,People also ask",262000,163000,164000,2015-09-01,"Informational,Non-branded,Non-local"
81,curriculo,课程,br,39,229000,0.10,0.73,curriculo lattes,2025-10-21 08:58:33,"Thumbnail,Sitelinks,People also ask,Knowledge panel",256000,662000,674000,2015-09-01,"Informational,Non-branded,Non-local"
82,sed,sed,br,41,228000,0.35,1.1,boletim escolar,2025-10-24 07:55:46,"Sitelinks,Video preview",304000,523000,524000,2015-09-01,"Informational,Non-branded,Non-local"
83,indexbvmf: ibov,索引bvmf： ibov,br,42,228000,0.25,0.21,indexbvmf: ibov,2025-10-21 13:05:51,"Sitelinks,Knowledge panel,People also ask,Video preview",232000,145000,147000,2015-09-25,"Informational,Non-branded,Non-local"
84,eleições nos estados unidos em 2024,2024 年美国选举,br,12,227000,0.15,,eleições estados unidos,2025-10-24 21:14:09,"Sitelinks,Top stories,Thumbnail,Video preview",266000,645000,669000,2023-05-20,"Informational,Non-branded,Non-local"
85,plataformas educacionais,教育平台,br,0,226000,0.10,1.39,plataformas educacionais,2025-10-21 21:03:34,People also ask,227000,135000,135000,2015-09-18,"Informational,Non-branded,Non-local"
86,ipva 2025,2025年IPVA,br,50,226000,0.25,,ipva sp,2025-10-21 23:36:53,Sitelinks,227000,105000,106000,2015-09-25,"Informational,Non-branded,Non-local"
87,editar pdf,编辑pdf,br,30,226000,0.10,1.43,editar pdf,2025-10-21 07:41:38,"Bottom ads,Paid sitelinks",927000,292000,327000,2015-09-01,"Informational,Non-branded,Non-local"
88,enem 2024,2024 年 1 次,br,50,225000,0.15,,enem 2024,2025-10-22 02:12:51,Sitelinks,225000,153000,153000,2015-09-16,"Informational,Non-branded,Non-local"
89,nota fiscal,税单,br,71,219000,0.25,1.06,nota fiscal,2025-10-24 09:13:10,"Sitelinks,Video preview,Knowledge panel",220000,525000,525000,2015-09-01,"Informational,Non-branded,Non-local"
90,crm,客户关系管理,br,62,219000,0.30,0.6,crm,2025-10-20 19:15:28,"Sitelinks,People also ask,Knowledge panel",1330000,118000,118000,2015-09-01,"Informational,Non-branded,Non-local"
91,como posso limpar um sofá de tecido,如何清洁布艺沙发,br,0,219000,0.20,,como posso limpar um sofá de tecido,2025-10-21 18:53:03,"AI Overview,People also ask,Video preview",220000,32000,32000,2024-11-13,"Informational,Non-branded,Non-local"
92,cotação dolar hoje,今日美元汇率,br,64,219000,0.10,0.82,dolar hoje,2025-10-21 05:50:50,"Sitelinks,People also ask",226000,1730000,1870000,2015-09-01,"Informational,Non-branded,Non-local"
93,fies,菲斯,br,75,217000,0.35,1.15,fies,2025-10-21 09:29:18,"Sitelinks,People also ask,Knowledge panel,Top stories,Thumbnail",225000,318000,319000,2015-09-01,"Informational,Non-branded,Non-local"
94,passaporte,护照,br,46,209000,0.15,1.03,passaporte,2025-10-21 23:25:02,"Sitelinks,People also ask",219000,342000,348000,2015-09-01,"Informational,Non-branded,Non-local"
95,eleicoes eua,美国大选,br,24,207000,0.45,0.55,eleições estados unidos,2025-10-21 23:15:02,"Sitelinks,Top stories,Thumbnail",247000,600000,636000,2015-09-01,"Informational,Non-branded,Non-local"
96,aluguel de carros,汽车租赁,br,50,207000,0.20,0.95,localiza,2025-10-20 23:51:05,"Thumbnail,Sitelinks",213000,774000,784000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
97,celular promo,手机促销,br,12,206000,0.10,0.78,celular,2025-10-21 13:02:17,"Shopping,Thumbnail,Sitelinks,People also ask",207000,78000,79000,2015-11-19,"Informational,Commercial,Non-branded,Non-local"
98,restituição imposto de renda,所得税退税,br,50,206000,0.90,1.21,restituição imposto de renda,2025-10-21 13:50:55,People also ask,207000,1140000,1140000,2015-09-01,"Informational,Non-branded,Non-local"
99,novas formas do buscar no google,在谷歌上搜索的新方法,br,0,205000,0.10,,novas formas do buscar no google,2025-10-21 05:57:03,"Featured snippet,Thumbnail,Sitelinks,People also ask,Video preview",205000,74000,74000,2024-11-18,"Informational,Non-branded,Non-local"
100,protetor solar,防晒霜,br,6,204000,0.15,0.4,protetor solar,2025-10-21 10:47:06,"Shopping,Thumbnail,People also ask,Sitelinks",218000,10000,10000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
101,lava e seca,清洗并晾干,br,7,199000,0.10,0.9,lava e seca,2025-10-21 11:27:51,"Shopping,Thumbnail,People also ask,Sitelinks,Video preview",201000,39000,39000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
102,resultado do bicho de hoje,今天动物的结果,br,55,198000,0.20,1.08,resultado do jogo do bicho de hoje,2025-10-21 18:12:44,People also ask,199000,5550000,5560000,2015-09-01,"Informational,Non-branded,Non-local"
103,video promo,视频宣传片,br,0,197000,0.10,0.33,video promo,2025-10-21 12:52:24,"People also ask,Thumbnail,Knowledge panel,Video preview",554000,14000,42000,2015-09-01,"Informational,Non-branded,Non-local"
104,ar condicionado 12000 btus,空调 12000 btus,br,0,196000,0.10,0.87,ar condicionado 12000 btus,2025-10-21 20:26:04,"Shopping,Thumbnail",198000,44000,44000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
105,flights,航班,br,77,196000,0.30,0.1,voos,2025-10-22 02:40:20,"Video preview,Sitelinks",6290000,209000,223000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
106,emprestimo para negativado,负数贷款,br,60,195000,0.15,1.59,emprestimo para negativado,2025-10-20 22:40:12,"Sitelinks,People also ask",196000,197000,198000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
107,dolar real,雷亚尔,br,56,194000,0.20,0.4,dólar hoje,2025-10-24 17:55:54,"Sitelinks,Video preview",298000,1950000,2150000,2015-09-01,"Informational,Non-branded,Non-local"
108,professor online,教授在线,br,3,194000,0.15,1.1,diário online,2025-10-21 06:33:04,"Sitelinks,People also ask",194000,62000,62000,2015-09-01,"Informational,Non-branded,Non-local"
109,lulu da pomerania,卢卢阿尔迪克,br,0,194000,0.15,0.25,lulu da pomerania,2025-10-24 05:04:57,"Thumbnail,People also ask,Knowledge panel,Video preview,Sitelinks",206000,21000,22000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
110,resultado da popular,受欢迎的结果,br,1,194000,0.15,1.39,resultado da popular,2025-10-24 00:32:35,Video preview,194000,215000,215000,2015-09-01,"Informational,Non-branded,Non-local"
111,palavra do dia,每日一词,br,23,193000,0.15,1.05,versiculo do dia,2025-10-21 18:09:01,"Sitelinks,People also ask,Video preview",213000,188000,195000,2015-09-01,"Informational,Non-branded,Non-local"
112,emprestimo,贷款,br,64,191000,0.25,1.08,emprestimo,2025-10-21 09:54:02,Sitelinks,194000,101000,101000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
113,cotacao dolar,可可元,br,70,191000,0.10,0.83,dolar hoje,2025-10-23 21:12:36,"Sitelinks,People also ask,Video preview",206000,2740000,2880000,2015-09-01,"Informational,Non-branded,Non-local"
114,cdi hoje,今天的 CDI,br,22,190000,0.20,0.88,cdi,2025-10-20 22:17:20,"AI Overview,People also ask",194000,222000,224000,2015-09-01,"Informational,Non-branded,Non-local"
115,porto,波尔图,br,87,190000,0.15,0.41,porto seguro,2025-10-24 22:57:30,"Sitelinks,People also ask,Top stories,Thumbnail,Knowledge panel",1300000,294000,295000,2015-09-01,"Informational,Non-branded,Local"
116,restaurante aberto agora,餐厅现已营业,br,0,189000,0.15,0.18,restaurante unai,2025-10-24 13:33:15,"Local teaser pack,Thumbnail,Video preview",189000,30,30,2015-10-12,"Informational,Non-branded,Non-local"
117,iptv,网络电视,br,41,188000,0.20,0.99,iptv,2025-10-21 14:46:32,"Thumbnail,Video preview,Knowledge panel",1160000,47000,47000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
118,restituição imposto de renda 2025,2025年所得税退税,br,37,188000,0.35,,restituição imposto de renda,2025-10-24 17:03:58,"People also ask,Top stories,Thumbnail,Video preview",188000,1140000,1140000,2024-04-20,"Informational,Non-branded,Non-local"
119,jogo do bicho de hoje,今天的动物游戏,br,42,188000,0.30,1.08,resultado do jogo do bicho de hoje,2025-10-21 14:37:08,,188000,5550000,5560000,2015-09-01,"Informational,Non-branded,Non-local"
120,creche legal de cachorro,酷狗日托中心,br,0,184000,0.15,,creche legal de cachorro,2025-10-24 18:43:43,"AI Overview,People also ask,Video preview",184000,17000,17000,2023-09-22,"Informational,Non-branded,Non-local"
121,pagina do participante enem,敌人参与者页面,br,24,184000,0.35,1.15,inep,2025-10-21 04:55:15,Sitelinks,184000,3470000,3470000,2015-09-01,"Informational,Navigational,Non-branded,Non-local"
122,quem joga hoje,今天谁上场,br,59,183000,0.15,0.79,jogos de hoje,2025-10-21 01:18:54,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",190000,2400000,2450000,2015-09-01,"Informational,Non-branded,Non-local"
123,ar condicionado 9000 btus,空调 9000 btus,br,0,182000,0.10,0.91,ar condicionado 9000,2025-10-21 10:05:33,"Shopping,Thumbnail,People also ask,Sitelinks",184000,16000,16000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
124,forms,形式,br,42,182000,0.10,0.06,forms,2025-10-24 04:42:28,"Sitelinks,Video preview",1200000,14000,376000,2015-09-01,"Informational,Navigational,Non-branded,Non-local"
125,ipva 2025 mg,ipva 2025 毫克,br,26,181000,0.25,,detran mg ipva,2025-10-21 21:37:14,"Sitelinks,Video preview",181000,199000,200000,2023-12-13,"Informational,Non-branded,Local"
126,escalações de corinthians x flamengo,科林蒂安队 x 弗拉门戈队 阵容,br,0,181000,0.50,,escalações de corinthians x flamengo,2025-10-21 13:19:30,"Featured snippet,People also ask,Video preview",182000,124000,125000,2022-06-25,"Informational,Non-branded,Non-local"
127,palpite do dia,当日猜测,br,23,179000,0.15,1.31,palpite do dia,2025-10-21 08:09:05,,180000,365000,366000,2015-09-03,"Informational,Non-branded,Non-local"
128,airfryer,空气炸锅,br,14,177000,0.10,0.59,air fryer,2025-10-21 18:28:19,"Shopping,Thumbnail,People also ask,Sitelinks",1930000,117000,117000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
129,pre treino,锻炼前,br,3,177000,0.10,0.62,pre treino,2025-10-20 15:31:15,"AI Overview,Thumbnail,People also ask,Sitelinks",183000,56000,56000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
130,notícias sobre instituição financeira,金融机构新闻,br,59,176000,0.20,,notícias sobre instituição financeira,2025-10-24 20:02:36,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",176000,64000,64000,2023-06-13,"Informational,Non-branded,Non-local"
131,snake game,蛇游戏,br,80,173000,0.10,0.18,snake game,2025-10-22 02:49:44,"Thumbnail,Sitelinks,Knowledge panel",8350000,2900,123000,2015-09-01,"Informational,Non-branded,Non-local"
