#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
46,كم باقي على العيد,距离开斋节还有多久？,sa,3,75000,2.50,1.19,كم باقي على العيد,2025-10-18 23:56:55,"Video preview,People also ask",98000,41000,50000,2015-09-14,"Informational,Non-branded,Non-local"
47,ramadan 2025,斋月 2025,sa,16,75000,0.30,,ramadan 2025,2025-10-24 19:53:41,"Knowledge panel,People also ask,Video preview",4300000,38000,670000,2016-05-31,"Informational,Non-branded,Non-local"
48,طيران,航空公司,sa,53,70000,0.15,0.85,حجز طيران,2025-10-21 22:32:53,"Sitelinks,Thumbnail",119000,475000,476000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
49,india vs bangladesh,印度 vs 孟加拉国,sa,19,70000,0.45,0.45,bangladesh vs india,2025-10-24 21:59:59,Video preview,3390000,17000,1220000,2015-09-16,"Informational,Non-branded,Non-local"
50,اليوم الوطني السعودي,沙特国庆日,sa,14,69000,0.10,0.55,عزنا بطبعنا,2025-10-23 22:45:46,"Knowledge card,People also ask,Knowledge panel,Sitelinks,Thumbnail,Video preview",87000,51000,53000,2015-09-01,"Informational,Non-branded,Non-local"
51,ورد,玫瑰,sa,11,69000,0.20,0.2,word,2025-10-21 00:14:02,"Local teaser pack,Thumbnail,People also ask",211000,48000,84000,2015-09-01,"Informational,Non-branded,Non-local"
52,الكهرباء,电,sa,50,69000,1.50,1.11,شركة الكهرباء,2025-10-21 10:02:53,"Sitelinks,Top stories,Thumbnail",81000,229000,231000,2015-09-01,"Informational,Non-branded,Non-local"
53,منصه تطوع,志愿服务平台,sa,1,68000,1.10,,منصة العمل التطوعي,2025-10-21 17:44:37,,68000,213000,213000,2018-04-07,"Informational,Non-branded,Non-local"
54,riyal to inr,里亚尔 兑换 印度卢比,sa,0,68000,0.15,0.21,sar to inr,2025-10-21 10:38:14,"People also ask,Sitelinks",143000,94000,123000,2015-09-01,"Informational,Non-branded,Non-local"
55,ai,人工智能,sa,99,67000,0.15,0.43,chat gpt,2025-10-21 09:04:04,"Sitelinks,People also ask",9470000,153000,23700000,2015-09-06,"Informational,Non-branded,Non-local"
56,قبولي,验收,sa,60,64000,0.50,,قبولي,2025-10-24 07:41:17,"Sitelinks,Video preview",65000,25000,25000,2016-02-26,"Informational,Non-branded,Non-local"
57,usd to sar,美元 兑换 SAR,sa,11,64000,0.25,0.24,usd to sar,2025-10-24 13:30:26,"Sitelinks,People also ask",98000,8800,11000,2015-09-01,"Informational,Non-branded,Non-local"
58,saudi riyal to inr,沙特里亚尔 兑换 INR,sa,0,63000,0.15,0.4,sar to inr,2025-10-21 01:58:12,"People also ask,Sitelinks",126000,103000,134000,2015-09-01,"Informational,Non-branded,Non-local"
59,jpg to pdf,jpg 转 pdf,sa,55,62000,0.10,1.31,jpg to pdf,2025-10-21 12:18:37,,11500000,75000,10940000,2015-09-01,"Non-branded,Non-local"
60,سعر الدولار في مصر,美元在埃及的价格,sa,46,62000,0.10,0.99,سعر الدولار مقابل الجنيه,2025-10-20 16:33:50,Sitelinks,146000,258000,1040000,2015-09-01,"Informational,Non-branded,Local"
61,مباريات اليوم مباشر,今天的比赛直播,sa,54,62000,10.00,1.46,مباريات اليوم,2025-10-20 22:43:49,"Sitelinks,Video preview",611000,916000,3710000,2015-09-01,"Informational,Non-branded,Non-local"
62,منصة التطوع,志愿服务平台,sa,0,61000,1.00,,منصة تطوع,2025-10-21 21:58:54,Thumbnail,62000,69000,69000,2016-04-07,"Informational,Non-branded,Non-local"
63,تطوع,志愿者,sa,1,59000,1.20,0.69,منصة العمل التطوعي,2025-10-21 07:16:33,,65000,213000,213000,2015-09-02,"Informational,Non-branded,Non-local"
64,ضغط pdf,压缩pdf,sa,13,59000,0.10,1.34,ضغط pdf,2025-10-21 04:20:12,,64000,269000,348000,2015-10-04,"Non-branded,Non-local"
65,ماتشا,抹茶,sa,0,58000,0.20,0.64,ماتشا,2025-10-21 19:14:03,"Thumbnail,Sitelinks,Video preview",94000,13000,13000,2015-12-03,"Informational,Commercial,Non-branded,Non-local"
66,nz vs sa,新西兰 vs 南非,sa,7,58000,0.45,,nz vs sa,2025-10-21 15:22:04,"People also ask,Video preview",3760000,25000,368000,2015-12-19,"Informational,Non-branded,Non-local"
67,العمل التطوعي,志愿者工作,sa,0,58000,1.10,0.85,العمل التطوعي,2025-10-21 00:23:27,Knowledge panel,66000,89000,89000,2015-09-01,"Informational,Non-branded,Non-local"
68,حاسبة الحمل,怀孕计算器,sa,15,56000,0.10,1.17,حاسبة الحمل,2025-10-24 07:16:11,"Sitelinks,Thumbnail,Video preview",266000,33000,239000,2015-09-01,"Informational,Non-branded,Non-local"
69,pdf,pdf,sa,3,56000,0.10,0.95,pdf,2025-10-20 21:41:12,Sitelinks,3560000,58000,372000,2015-09-01,"Informational,Non-branded,Non-local"
70,أبطال آسيا,亚洲冠军,sa,25,55000,0.80,0.27,دوري ابطال اسيا,2025-10-18 22:34:43,"Sitelinks,Knowledge panel,Thumbnail,Top stories",99000,69000,94000,2015-09-30,"Informational,Non-branded,Non-local"
71,الموارد البشرية,人力资源,sa,0,54000,0.35,1.27,الموارد البشرية,2025-10-21 06:16:43,"Sitelinks,People also ask",67000,195000,198000,2015-09-01,"Informational,Non-branded,Non-local"
72,lms,实时管理系统,sa,13,54000,0.40,0.99,lms,2025-10-21 12:34:10,"Sitelinks,Knowledge panel",1550000,52000,53000,2015-09-01,"Informational,Non-branded,Non-local"
73,قياس سرعة النت,互联网速度测量,sa,46,54000,1.00,1.35,سبيد تست,2025-10-21 17:46:27,"Knowledge card,Sitelinks",234000,200000,1820000,2015-09-01,"Informational,Non-branded,Non-local"
74,دمج ملفات pdf,合并 pdf 文件,sa,11,54000,0.10,1.27,دمج pdf,2025-10-21 13:05:31,,138000,229000,286000,2015-09-01,"Informational,Non-branded,Non-local"
75,weather jeddah,天气 吉达,sa,0,53000,0.15,0.68,weather jeddah,2025-10-24 15:30:39,"Knowledge card,Sitelinks,People also ask,Video preview",55000,28000,28000,2015-09-01,"Informational,Non-branded,Local"
76,التاريخ الهجري,回历日期,sa,24,53000,0.15,0.89,تاريخ اليوم هجري,2025-10-21 10:51:58,"Sitelinks,Knowledge panel",86000,137000,246000,2015-09-01,"Informational,Non-branded,Non-local"
77,saudi riyal to pkr,沙特里亚尔兑换PKR,sa,1,52000,0.20,0.26,riyal to pkr,2025-10-24 17:28:01,"Sitelinks,People also ask,Video preview",188000,111000,174000,2015-09-09,"Informational,Non-branded,Non-local"
78,مانهوا,漫画,sa,14,52000,0.20,0.92,ازورا,2025-10-21 07:04:52,"Video preview,Knowledge panel,Thumbnail",168000,98000,258000,2015-09-13,"Informational,Non-branded,Non-local"
79,جميل,美丽的,sa,34,52000,0.15,0.05,جيميل,2025-10-21 09:18:29,Video preview,87000,9000,32000,2015-09-01,"Informational,Non-branded,Non-local"
80,دمج ملفات بي دي اف,合并 PDF 文件,sa,11,52000,0.10,1.27,دمج pdf,2025-10-21 22:28:09,,55000,229000,286000,2015-12-01,"Informational,Non-branded,Non-local"
81,سعر الريال السعودي مقابل الجنيه المصري اليوم,今天沙特里亚尔兑埃及镑的价格,sa,12,51000,0.15,1.18,سعر الدولار مقابل الجنيه,2025-10-24 01:07:03,"People also ask,Top stories,Thumbnail,Sitelinks",92000,301000,1030000,2015-10-02,"Informational,Non-branded,Non-local"
82,اذان الفجر نجران,晨礼呼唤祈祷 Najran,sa,0,50000,0.60,0.77,اوقات الصلاة,2025-10-21 01:35:50,"Knowledge card,People also ask",50000,59000,59000,2015-09-07,"Informational,Non-branded,Local"
83,اوقات الصلاة الدمام,达曼祈祷时间,sa,1,50000,0.10,0.61,مواقيت الصلاة,2025-10-21 16:31:44,Knowledge card,50000,245000,246000,2015-09-02,"Informational,Non-branded,Local"
84,اذان الفجر جازان,吉赞的晨曦祈祷,sa,0,50000,0.20,0.74,اذان العصر جازان,2025-10-21 02:43:30,"Knowledge card,People also ask",51000,60000,60000,2015-09-03,"Informational,Non-branded,Local"
85,word to pdf,字转pdf,sa,71,50000,0.10,1.4,word to pdf,2025-10-21 17:52:02,,8830000,30000,6480000,2015-09-01,"Transactional,Non-branded,Non-local"
86,المدينة المنورة,麦地那 穆纳瓦拉,sa,59,50000,0.30,0.68,المدينة المنورة,2025-10-24 15:42:35,"Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",75000,21000,27000,2015-09-01,"Informational,Non-branded,Local"
87,ضغط ملف pdf,压缩pdf文件,sa,13,49000,0.10,1.35,ضغط pdf,2025-10-22 00:17:10,,120000,256000,319000,2015-09-04,"Non-branded,Non-local"
88,saudi to india currency,沙特对印度货币,sa,1,49000,0.25,0.15,sar / inr,2025-10-15 17:50:03,"Sitelinks,People also ask",59000,56000,58000,2015-09-01,"Informational,Non-branded,Non-local"
89,تحويل الصور الى pdf,将图像转换为 pdf,sa,12,48000,0.15,1.46,تحويل صورة الى pdf,2025-10-24 10:44:46,Video preview,115000,296000,433000,2015-09-02,"Informational,Non-branded,Non-local"
90,دعاء للميت,为死者祈祷,sa,3,47000,1.50,0.82,دعاء للميت مكتوب,2025-10-21 14:02:02,"Featured snippet,People also ask,Sitelinks,Thumbnail,Video preview",236000,6200,45000,2015-09-01,"Informational,Non-branded,Non-local"
91,العمل الحر,自由职业者,sa,7,46000,0.15,0.81,freelancer,2025-10-21 00:22:09,Sitelinks,48000,67000,69000,2015-10-05,"Informational,Non-branded,Non-local"
92,ساند,支持,sa,30,46000,0.15,1.08,ساند,2025-10-20 16:09:37,People also ask,48000,55000,55000,2015-09-01,"Informational,Non-branded,Non-local"
93,saudi riyal indian rupees,沙特里亚尔 印度卢比,sa,0,46000,0.15,0.31,sar / inr,2025-10-21 03:30:02,"People also ask,Sitelinks",61000,137000,185000,2015-09-01,"Informational,Non-branded,Non-local"
94,مزيل عرق,除臭剂,sa,0,45000,0.25,0.25,مزيل عرق,2025-10-24 16:55:25,"Sitelinks,People also ask,Video preview",74000,4800,5000,2015-09-04,"Informational,Commercial,Non-branded,Non-local"
95,exchange rate,汇率,sa,91,45000,0.25,0.37,currency converter,2025-10-21 10:58:31,Sitelinks,1420000,49000,1580000,2015-09-01,"Informational,Non-branded,Non-local"
96,سكس سعودي,沙特性爱,sa,38,45000,0.80,1.36,سكس سعودي,2025-10-20 20:30:54,,493000,17000,153000,2015-09-01,"Non-branded,Local"
97,عقار,药品,sa,47,45000,0.15,1.03,عقار,2025-10-21 19:10:02,"Sitelinks,People also ask",59000,45000,47000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
98,a,一个,sa,6,44000,0.15,0.28,a,2025-10-21 12:14:07,"People also ask,Knowledge panel,Video preview,Sitelinks",10750000,8400,15000,2015-09-01,"Informational,Non-branded,Non-local"
99,ارقام,数字,sa,16,44000,0.70,0.99,ارقام,2025-10-21 01:33:18,"Sitelinks,Knowledge panel",57000,66000,73000,2015-09-01,"Informational,Non-branded,Non-local"
100,സൗദി അറേബ്യ,沙特阿拉伯,sa,0,44000,0.40,,സൗദി അറേബ്യ,2025-10-21 19:58:26,"Top stories,Thumbnail,Knowledge panel,Video preview",70000,4500,7600,2015-10-21,"Informational,Non-branded,Non-local"
101,كم باقي على اليوم الوطني,距离国庆还有多久？,sa,0,44000,0.60,,متى يوم الوطني 1446,2025-10-18 18:32:40,"People also ask,Thumbnail",45000,33000,34000,2017-07-13,"Informational,Non-branded,Non-local"
102,اسعار الذهب اليوم في السعودية,今日沙特阿拉伯的黄金价格,sa,23,43000,0.15,0.99,سعر الذهب اليوم,2025-10-20 22:36:47,"Sitelinks,People also ask",49000,1130000,1150000,2015-09-01,"Informational,Non-branded,Local"
103,جميع الأسهم اليوم,今日所有股票,sa,12,43000,0.40,1.02,جميع الأسهم اليوم,2025-10-22 01:41:02,"Sitelinks,People also ask",45000,270000,271000,2015-09-01,"Informational,Non-branded,Non-local"
104,استعلام عن تامين,保险查询,sa,6,43000,0.60,1.13,استعلام عن تامين,2025-10-21 08:51:50,Sitelinks,43000,57000,57000,2015-09-01,"Informational,Non-branded,Non-local"
105,عيد رأس السنة,元旦,sa,4,42000,0.25,0.27,احتفال راس السنه,2025-10-19 21:51:33,"Knowledge card,People also ask,Thumbnail,Knowledge panel,Video preview",147000,2100,13000,2015-12-22,"Informational,Non-branded,Non-local"
106,استعلام عن وافد,询问外籍人士,sa,9,42000,0.90,1.2,استعلام عن وافد,2025-10-22 00:14:34,"AI Overview,Thumbnail",46000,132000,134000,2015-09-01,"Informational,Non-branded,Non-local"
107,شاورما,沙瓦玛,sa,2,42000,0.15,0.34,مطعم شورما,2025-10-20 21:59:57,"Local teaser pack,People also ask,Thumbnail",110000,250,250,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
108,wallpaper,墙纸,sa,82,41000,0.25,0.53,wallpaper 4k,2025-10-21 22:51:19,"Sitelinks,Thumbnail,Knowledge panel",5520000,19000,1910000,2015-09-01,"Informational,Non-branded,Non-local"
109,traduction,翻译,sa,31,41000,0.60,0.14,translate,2025-10-20 22:51:47,"Knowledge card,Sitelinks",26180000,686000,2260000,2015-09-01,"Informational,Non-branded,Non-local"
110,h,小时,sa,0,41000,0.15,0.23,h,2025-10-21 21:50:02,"Video preview,Sitelinks,Knowledge panel",5190000,6100,14000,2015-09-01,"Informational,Non-branded,Non-local"
111,prayer time,祈祷时间,sa,10,41000,0.70,0.41,salah time,2025-10-21 08:53:21,"Sitelinks,Knowledge panel",370000,95000,98000,2015-09-01,"Informational,Non-branded,Non-local"
112,بنر,横幅,sa,0,41000,0.70,0.37,بنر الباحه,2025-10-20 22:43:05,,56000,26000,26000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
113,عيد الأب,父亲节,sa,0,41000,0.25,,عيد الأب,2025-10-21 20:32:49,"Knowledge card,People also ask,Thumbnail,Knowledge panel,Video preview",138000,7700,20000,2015-12-18,"Informational,Non-branded,Non-local"
114,مكة,麦加,sa,24,40000,0.15,0.46,مكه,2025-10-21 02:27:48,"Thumbnail,Sitelinks,Knowledge panel,Video preview,People also ask",74000,16000,25000,2015-09-01,"Informational,Non-branded,Local"
115,الاحوال المدنية,公民身份,sa,12,40000,0.20,1.2,الاحوال المدنية,2025-10-21 18:24:57,"Thumbnail,Local teaser pack,Knowledge panel",44000,54000,54000,2015-09-01,"Informational,Non-branded,Non-local"
116,ane,阿内,sa,35,39000,0.15,0.14,ane,2025-10-21 01:45:20,"Knowledge card,Thumbnail,Sitelinks",1710000,700,24000,2015-09-09,"Informational,Non-branded,Non-local"
117,تامين,供应,sa,54,39000,0.30,0.99,تاميني,2025-10-24 08:47:39,"Thumbnail,Sitelinks,Video preview",42000,599000,609000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
118,ايس تي,在S,sa,0,39000,0.15,0.32,ايس تي,2025-10-24 12:50:21,"Thumbnail,Sitelinks,People also ask,Video preview",50000,5600,5900,2015-09-10,"Informational,Commercial,Non-branded,Non-local"
119,anime,日本动画片,sa,24,39000,0.20,0.53,انمي,2025-10-21 19:20:31,"Thumbnail,Sitelinks",8250000,102000,206000,2015-09-01,"Informational,Non-branded,Non-local"
120,سعر جرام الذهب عيار 21 سعر الذهب اليوم,一克21克拉黄金的价格，今天的黄金价格,sa,33,39000,0.10,,سعر الذهب اليوم,2025-10-21 04:53:49,"Top stories,Thumbnail,People also ask,Sitelinks",465000,1130000,1150000,2020-01-30,"Informational,Non-branded,Non-local"
121,رحلات طيران,航班,sa,51,38000,0.10,0.98,حجز طيران,2025-10-22 02:51:10,"Sitelinks,Thumbnail",70000,475000,476000,2015-09-07,"Informational,Commercial,Non-branded,Non-local"
122,السودان,苏丹,sa,10,38000,0.40,0.96,السودان,2025-10-21 01:06:27,"Top stories,Thumbnail,Knowledge panel,Sitelinks,Video preview",179000,5200,17000,2015-09-01,"Informational,Non-branded,Non-local"
123,ترجمة من انجليزي إلى عربي,从英语翻译成阿拉伯语,sa,11,37000,0.10,,translate,2025-10-21 00:30:42,Knowledge card,163000,686000,2260000,2015-09-05,"Informational,Non-branded,Non-local"
124,saudi,沙特,sa,93,37000,0.50,0.92,saudia,2025-10-21 01:52:43,"Sitelinks,Knowledge panel,People also ask",187000,211000,478000,2015-09-01,"Informational,Non-branded,Non-local"
125,جدة,祖母,sa,18,37000,0.30,0.35,جدة,2025-10-20 23:38:56,"Thumbnail,Sitelinks,Knowledge panel,Top stories,People also ask",52000,13000,16000,2015-09-01,"Informational,Non-branded,Local"
126,العربية,阿拉伯,sa,47,37000,0.15,1.04,العربية,2025-10-21 17:41:51,"Sitelinks,Top stories,Thumbnail",107000,51000,314000,2015-09-01,"Informational,Non-branded,Non-local"
127,سكوتر كهربائي,电动滑板车,sa,3,36000,0.15,0.67,سكوتر كهربائي,2025-10-21 12:04:57,Sitelinks,113000,16000,17000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
128,ارخص طيران,最便宜的航班,sa,50,36000,0.10,1.26,حجز طيران,2025-10-24 05:55:49,Sitelinks,49000,470000,471000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
129,ورق عنب,葡萄叶,sa,0,36000,0.10,0.32,ورق عنب,2025-10-24 10:45:39,"People also ask,Thumbnail,Video preview",83000,3200,3700,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
130,اذان نجران,奈季兰呼唤祈祷,sa,0,36000,0.15,0.43,اوقات الصلاة,2025-10-20 21:01:53,Knowledge card,36000,59000,59000,2015-09-01,"Informational,Non-branded,Local"
131,فيتامين د,维生素D,sa,36,36000,0.10,0.75,فيتامين د,2025-10-21 01:41:00,"AI Overview,Thumbnail,People also ask,Knowledge panel,Sitelinks",135000,10000,11000,2015-09-01,"Informational,Non-branded,Non-local"
132,زخرفه,装饰风格,sa,13,36000,0.15,0.97,زخرفة انجليزي,2025-10-21 15:38:55,Sitelinks,194000,69000,560000,2015-09-01,"Informational,Non-branded,Non-local"
133,حلول اول ثانوي,一、二级解决方案,sa,1,36000,1.50,0.98,حلول اول ثانوي,2025-10-19 09:00:32,,36000,35000,35000,2017-10-09,"Informational,Non-branded,Non-local"
