#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
38,topuria,最高额,es,6,136000,1.00,,topuria,2025-10-23 04:35:04,"Top stories,Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",297000,62000,81000,2016-03-26,"Informational,Non-branded,Non-local"
39,borrador renta 2025,2025年收入草案,es,39,136000,0.40,,borrador renta 2025,2025-10-21 13:58:49,"Sitelinks,People also ask",137000,87000,87000,2016-04-13,"Informational,Non-branded,Non-local"
40,la rioja,里奥哈,es,68,133000,0.10,0.98,la rioja,2025-10-21 18:35:13,"Sitelinks,People also ask,Top stories,Thumbnail",158000,241000,242000,2015-09-01,"Informational,Non-branded,Local"
41,pdf a word,pdf 一个字,es,50,130000,0.10,1.26,convertir pdf a word,2025-10-21 22:35:44,Sitelinks,1620000,395000,5100000,2015-09-01,"Transactional,Non-branded,Non-local"
42,luz hoy,今天光,es,42,130000,0.50,1.4,precio de la luz hoy,2025-10-21 09:14:48,"Sitelinks,Top stories,Thumbnail,People also ask",131000,1630000,1630000,2015-10-18,"Informational,Non-branded,Non-local"
43,becas mec,因为梅克,es,55,128000,0.35,1.16,becas mec,2025-10-22 11:55:52,"Sitelinks,People also ask,Video preview",137000,213000,215000,2015-09-01,"Informational,Non-branded,Non-local"
44,shakira,夏奇拉,es,68,128000,0.25,0.64,shakira,2025-10-21 19:36:33,"Top stories,Thumbnail,Video preview,Sitelinks",2050000,21000,207000,2015-09-01,"Informational,Non-branded,Non-local"
45,black friday,黑色星期五,es,32,127000,0.25,0.71,black friday,2025-10-24 07:41:46,"Knowledge card,People also ask,Knowledge panel",3210000,12000,12000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
46,marruecos,摩洛哥,es,33,126000,0.10,0.63,marruecos,2025-10-22 00:34:35,"Knowledge panel,Top stories,Thumbnail,Sitelinks,People also ask,Video preview",361000,14000,47000,2015-09-01,"Informational,Non-branded,Non-local"
47,sinner,罪人,es,12,126000,0.10,0.3,sinner,2025-10-21 18:00:36,"Top stories,Thumbnail,Sitelinks",7170000,6700,6800,2015-09-01,"Informational,Non-branded,Non-local"
48,borrador renta 2024,2024年收入草案,es,5,123000,0.40,,declaracion de la renta 2024,2025-10-21 19:02:11,"Sitelinks,People also ask,Video preview",124000,367000,375000,2023-03-27,"Informational,Non-branded,Non-local"
49,budapest,布达佩斯,es,19,123000,0.20,0.35,budapest,2025-10-24 05:28:40,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Video preview",1350000,7300,11000,2015-09-01,"Informational,Non-branded,Local"
50,estatuto de los trabajadores,工人状况,es,46,123000,0.15,1.01,estatuto de los trabajadores,2025-10-21 07:35:14,Knowledge panel,127000,115000,116000,2015-09-01,"Informational,Non-branded,Non-local"
51,elecciones eeuu 2024,2024 年美国大选,es,17,122000,0.15,,elecciones eeuu,2025-10-24 16:22:28,"Sitelinks,Video preview",132000,135000,942000,2019-06-04,"Informational,Non-branded,Non-local"
52,día de los abuelos,祖父母节,es,0,122000,0.35,0.24,día de los abuelos,2025-10-21 14:09:03,"Knowledge card,People also ask,Thumbnail,Knowledge panel,Video preview",131000,2800,16000,2015-09-01,"Informational,Non-branded,Non-local"
53,vida laboral sms,工作生活短信,es,15,122000,0.15,1.22,vida laboral,2025-10-24 12:18:35,"Sitelinks,People also ask,Video preview",123000,1250000,1260000,2015-09-01,"Informational,Transactional,Non-branded,Non-local"
54,creatina,肌酸,es,15,121000,0.20,0.78,creatina,2025-10-24 20:39:36,"Sitelinks,People also ask,Shopping,Thumbnail,Video preview,Knowledge panel",1650000,39000,39000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
55,resultados futbol,足球比赛结果,es,73,120000,0.70,1.13,resultados futbol,2025-10-22 21:54:48,"Sitelinks,Video preview",215000,312000,367000,2015-09-01,"Informational,Non-branded,Non-local"
56,semana santa 2026,2026 年圣周,es,0,119000,0.45,0.42,semana santa 2026,2025-10-21 10:45:27,"People also ask,Knowledge panel",207000,15000,42000,2015-09-22,"Informational,Non-branded,Non-local"
57,anime,日本动画片,es,55,119000,0.30,0.65,animeflv,2025-10-21 13:28:01,"Thumbnail,Sitelinks",8250000,816000,3240000,2015-09-01,"Informational,Non-branded,Non-local"
58,granada,格拉纳达,es,84,119000,0.15,0.33,granada,2025-10-23 00:58:25,"Thumbnail,People also ask,Knowledge panel,Sitelinks,Top stories,Video preview",452000,3600,3600,2015-09-01,"Informational,Non-branded,Local"
59,solucionador de problemas matemáticos,数学问题解决者,es,52,118000,0.10,,solucionador de problemas matemáticos,2025-10-21 20:51:50,Sitelinks,124000,49000,282000,2017-10-15,"Informational,Non-branded,Non-local"
60,futbol,足球,es,73,117000,0.20,0.52,futbol,2025-10-24 13:24:50,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview,Knowledge panel",933000,18000,145000,2015-09-01,"Informational,Non-branded,Non-local"
61,cucurella,库库雷拉,es,6,117000,0.15,0.56,cucurella,2025-10-21 11:28:54,"Thumbnail,People also ask,Knowledge panel,Sitelinks,Video preview",338000,38000,38000,2015-09-20,"Informational,Non-branded,Non-local"
62,halloween,万圣节,es,33,116000,0.10,0.32,halloween,2025-10-21 14:13:00,"Knowledge card,People also ask,Thumbnail,Sitelinks,Knowledge panel",3640000,7900,49000,2015-09-01,"Informational,Non-branded,Non-local"
63,dolares a euros,美元兑欧元,es,4,116000,0.20,0.73,dolares a euros,2025-10-22 02:34:14,"People also ask,Sitelinks",146000,148000,164000,2015-09-01,"Informational,Non-branded,Non-local"
64,dv,DV,es,7,116000,0.70,1,diario vasco,2025-10-24 03:25:35,"Sitelinks,People also ask,Knowledge panel,Video preview",211000,1020000,1050000,2015-09-01,"Informational,Non-branded,Non-local"
65,cita previa extranjeria,国外任命,es,35,115000,0.25,1.22,cita previa extranjeria,2025-10-22 22:52:19,"Sitelinks,Video preview",118000,391000,395000,2015-09-01,"Navigational,Transactional,Non-branded,Non-local"
66,malaga,马拉加,es,88,115000,0.15,0.36,malaga,2025-10-24 02:56:43,"Thumbnail,Sitelinks,Knowledge panel,People also ask,Top stories,Video preview",1100000,9400,9400,2015-09-01,"Informational,Non-branded,Local"
67,día de año nuevo,元旦,es,4,114000,0.10,,porque se celebra el año nuevo,2025-10-21 13:47:06,"Knowledge card,Thumbnail,Sitelinks,People also ask,Knowledge panel,Video preview",146000,200,14000,2015-10-29,"Informational,Non-branded,Non-local"
68,speed test,速度测试,es,77,114000,0.10,1.07,test de velocidad,2025-10-24 21:24:54,"Sitelinks,Video preview",54260000,1580000,7340000,2015-09-01,"Informational,Non-branded,Non-local"
69,millie bobby brown,米莉·鲍比·布朗,es,26,112000,0.10,0.58,millie bobby brown,2025-10-22 22:16:44,"Knowledge panel,People also ask,Thumbnail,Video preview",3510000,3600,3600,2015-12-29,"Informational,Non-branded,Non-local"
70,guerra ucrania,乌克兰战争,es,11,111000,0.25,0.99,rusia,2025-10-24 15:02:54,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",259000,6300,7000,2015-09-01,"Informational,Non-branded,Non-local"
71,precio luz mañana,明天电价,es,10,111000,0.45,1.16,precio luz hoy,2025-10-22 22:52:08,"Top stories,Thumbnail,Sitelinks,People also ask,Video preview",112000,123000,123000,2015-09-03,"Informational,Non-branded,Non-local"
72,mallorca,马洛卡,es,54,110000,0.15,0.36,mallorca,2025-10-22 03:10:44,"Top stories,Thumbnail,Sitelinks,People also ask",996000,12000,16000,2015-09-01,"Informational,Non-branded,Local"
73,tombola,通博拉,es,4,109000,0.10,1.02,tombola,2025-10-22 01:18:43,"Sitelinks,Top stories,Thumbnail,Knowledge panel,People also ask",1090000,130000,132000,2015-09-01,"Informational,Non-branded,Non-local"
74,jubilación,退休,es,27,109000,0.25,0.65,jubilacion,2025-10-20 21:44:31,"Top stories,Thumbnail,People also ask,Sitelinks",649000,9800,9900,2015-09-01,"Informational,Non-branded,Non-local"
75,malta,马耳他,es,34,109000,0.10,0.44,malta,2025-10-21 00:46:14,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Video preview",2210000,9800,20000,2015-09-01,"Informational,Non-branded,Non-local"
76,buzz cut,嗡嗡声剪辑,es,0,109000,0.10,0.37,buzz cut,2025-10-24 11:54:35,"People also ask,Thumbnail,Video preview",3340000,9600,21000,2015-09-02,"Informational,Non-branded,Non-local"
77,paris,巴黎,es,58,108000,0.15,0.52,paris,2025-10-21 01:57:36,"Top stories,Thumbnail,Knowledge panel,Sitelinks,People also ask",3040000,8000,34000,2015-09-01,"Informational,Non-branded,Local"
78,tarifa luz hora,每小时电费,es,3,108000,0.45,1.11,precio de la luz hoy,2025-10-21 18:54:40,Sitelinks,109000,1630000,1630000,2015-09-01,"Informational,Non-branded,Non-local"
79,fotos,照片,es,39,108000,0.20,0.28,fotos,2025-10-24 04:20:38,"People also ask,Thumbnail,Sitelinks,Video preview",1120000,63000,364000,2015-09-01,"Informational,Non-branded,Non-local"
80,declaracion de la renta 2023,2023年所得税申报表,es,2,107000,0.40,,declaracion de la renta 2023,2025-10-21 16:53:30,"Sitelinks,People also ask",107000,66000,66000,2022-02-07,"Informational,Non-branded,Non-local"
81,estanco,停滞,es,3,106000,0.30,0.17,estanco cullera,2025-10-21 07:14:05,"Knowledge panel,Thumbnail",111000,90,90,2015-09-01,"Informational,Non-branded,Non-local"
82,videos,视频,es,48,105000,0.25,0.33,videosxxx,2025-10-21 22:56:10,Video preview,6290000,47000,53000,2015-09-01,"Informational,Non-branded,Non-local"
83,sagrada familia,神圣家族,es,22,105000,0.50,0.64,la sagrada familia,2025-10-24 18:11:09,"Sitelinks,People also ask,Local pack,Video preview,Thumbnail",804000,17000,52000,2015-09-01,"Informational,Non-branded,Non-local"
84,tenerife,特内里费岛,es,75,105000,0.15,0.38,tenerife,2025-10-21 17:44:37,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Top stories",1070000,4300,4300,2015-09-01,"Informational,Non-branded,Local"
85,traductor euskera,巴斯克语翻译,es,12,105000,1.00,0.57,traductor,2025-10-22 23:46:41,"Knowledge card,Sitelinks,Video preview",106000,173000,255000,2015-09-01,"Informational,Non-branded,Non-local"
86,i,我,es,44,105000,0.15,0.29,ig,2025-10-24 21:14:12,"People also ask,Video preview",4550000,3810000,175000000,2015-09-01,"Informational,Non-branded,Non-local"
87,loteria del jueves,周四抽奖,es,46,105000,0.70,1.33,loteria nacional,2025-10-21 10:00:07,Sitelinks,106000,2710000,3180000,2015-09-01,"Informational,Non-branded,Non-local"
88,declaración de la renta,所得税申报表,es,52,104000,0.40,1.04,declaración de la renta,2025-10-21 17:06:02,"Sitelinks,People also ask,Knowledge panel,Video preview",135000,127000,127000,2015-09-01,"Informational,Non-branded,Non-local"
89,peliculas,电影,es,53,103000,0.15,0.52,peliculas,2025-10-22 01:37:10,"Thumbnail,Sitelinks",1010000,34000,34000,2015-09-01,"Informational,Non-branded,Non-local"
90,muere,死,es,0,103000,0.90,0.64,quién se ha muerto,2025-10-21 05:41:57,"Top stories,Thumbnail,Video preview",150000,0,10,2015-09-01,"Informational,Non-branded,Non-local"
91,cita medico,引用医生,es,42,101000,0.30,1.08,sas cita previa,2025-10-23 13:07:43,Video preview,101000,51000,51000,2015-09-01,"Navigational,Transactional,Non-branded,Non-local"
92,alicante,阿利坎特,es,75,100000,0.10,0.34,alicante,2025-10-21 05:23:09,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Top stories",724000,3700,6800,2015-09-01,"Informational,Non-branded,Local"
93,toledo,托莱多,es,75,99000,0.20,0.4,toledo,2025-10-23 18:05:31,"Thumbnail,Sitelinks,People also ask,Knowledge panel",331000,22000,25000,2015-09-01,"Informational,Non-branded,Local"
94,fuerteventura,富埃特文图拉岛,es,36,98000,0.15,0.4,fuerteventura,2025-10-21 19:10:26,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Top stories,Video preview",723000,5900,6200,2015-09-01,"Informational,Non-branded,Local"
95,codigo penal,刑法,es,35,98000,0.45,1.03,codigo penal,2025-10-22 00:21:10,"Sitelinks,Knowledge panel",359000,58000,60000,2015-09-01,"Informational,Non-branded,Non-local"
96,estanco cerca de mi,离我很近,es,0,98000,0.40,0.1,estancos hoy,2025-10-21 19:50:54,Sitelinks,101000,0,0,2015-09-16,"Informational,Non-branded,Local"
97,young miko,年轻的巫女,es,28,98000,0.10,,young miko,2025-10-22 00:31:50,"Knowledge panel,People also ask,Thumbnail,Video preview",324000,15000,35000,2021-11-12,"Informational,Non-branded,Non-local"
98,esperanza gracia,希望恩典,es,1,98000,0.15,1.06,esperanza gracia,2025-10-21 16:21:19,"Sitelinks,Top stories,Thumbnail,People also ask",99000,93000,95000,2015-09-01,"Informational,Non-branded,Non-local"
99,benidorm,贝尼多姆,es,37,97000,0.15,0.41,benidorm,2025-10-22 00:31:38,"Knowledge panel,Thumbnail,People also ask,Sitelinks",416000,8000,8000,2015-09-01,"Informational,Non-branded,Local"
100,wh,何,es,5,95000,0.40,0.84,whatsapp web,2025-10-21 20:28:16,Sitelinks,1710000,13040000,588600000,2015-09-01,"Informational,Non-branded,Non-local"
101,analitica fantasy,幻想分析,es,14,95000,0.40,,analitica fantasy,2025-10-22 23:46:24,"Sitelinks,Thumbnail,Video preview",122000,65000,69000,2020-10-27,"Informational,Non-branded,Non-local"
102,abalos,脑震荡,es,7,94000,1.00,0.55,jose luis abalos,2025-10-21 00:53:48,"Top stories,Thumbnail,Knowledge panel,People also ask,Sitelinks",98000,13000,13000,2015-09-02,"Informational,Non-branded,Non-local"
103,correo corporativo,企业邮箱,es,13,94000,1.30,1.04,correo corporativo,2025-10-21 08:14:33,"Knowledge panel,Bottom ads",101000,158000,158000,2015-09-01,"Informational,Non-branded,Non-local"
104,perro,狗,es,23,92000,0.15,0.3,perros,2025-10-21 12:41:19,"Thumbnail,Sitelinks,Knowledge panel,People also ask,Video preview",733000,22000,86000,2015-09-01,"Informational,Non-branded,Non-local"
105,reloj,钟,es,26,91000,0.15,0.24,reloj,2025-10-23 12:44:28,"Sitelinks,Shopping,Thumbnail,Video preview",572000,5000,5300,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
106,renta 2024,租赁 2024,es,50,90000,0.25,,declaracion de la renta 2024,2025-10-21 01:34:19,"Sitelinks,Video preview",96000,356000,363000,2016-06-27,"Informational,Non-branded,Non-local"
107,lanzarote,兰萨罗特岛,es,63,90000,0.15,0.43,lanzarote,2025-10-24 18:26:02,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Video preview",725000,6100,6700,2015-09-01,"Informational,Non-branded,Local"
108,dia de la madre 2025,2025 年母亲节,es,1,90000,0.25,,dia de laadre,2025-10-21 10:10:44,"People also ask,Thumbnail,Knowledge panel",243000,250,250,2019-04-29,"Informational,Non-branded,Non-local"
109,cambio euro dolar,欧元 美元 兑换,es,22,90000,0.30,0.86,euro dolar,2025-10-21 14:04:38,"Sitelinks,People also ask",108000,180000,207000,2015-09-01,"Informational,Non-branded,Non-local"
110,dia de la madre,母亲节,es,2,90000,0.20,0.51,cuando es el dia de la madre,2025-10-21 16:50:57,"Knowledge card,People also ask,Thumbnail,Knowledge panel",421000,23000,106000,2015-09-02,"Informational,Non-branded,Non-local"
111,alineaciones probables,可能的排列,es,20,89000,1.00,1.29,futbol fantasy,2025-10-24 13:30:32,"Sitelinks,Top stories,Thumbnail,Video preview,People also ask",94000,335000,343000,2015-09-01,"Informational,Non-branded,Non-local"
112,praga,布拉格,es,4,89000,0.15,0.36,praga,2025-10-21 15:38:12,"Thumbnail,Sitelinks,People also ask,Knowledge panel,Video preview",425000,17000,26000,2015-09-01,"Informational,Non-branded,Local"
113,oporto,港口,es,26,88000,0.20,0.38,porto,2025-10-22 00:14:30,"Knowledge panel,People also ask,Thumbnail,Sitelinks,Video preview",162000,4400,10000,2015-09-01,"Informational,Non-branded,Local"
114,kebab,烤肉串,es,1,88000,0.10,0.27,kebab,2025-10-24 18:39:25,"People also ask,Thumbnail,Sitelinks,Video preview",965000,7200,14000,2015-09-01,"Informational,Non-branded,Non-local"
115,horóscopo,星座运势,es,39,87000,0.30,1.5,horoscopo,2025-10-21 01:57:30,"Top stories,Thumbnail,Sitelinks,People also ask,Knowledge panel",536000,57000,70000,2015-09-01,"Informational,Non-branded,Non-local"
116,murcia,穆尔西亚,es,84,87000,0.25,0.38,murcia,2025-10-21 07:09:54,"Thumbnail,Sitelinks,Top stories,Knowledge panel,People also ask",203000,21000,22000,2015-09-01,"Informational,Non-branded,Local"
117,zaragoza,萨拉戈萨,es,79,86000,0.30,0.35,zaragoza,2025-10-21 07:56:02,"Thumbnail,Sitelinks,Top stories,People also ask",195000,7300,8900,2015-09-01,"Informational,Non-branded,Local"
118,sexo gratis,自由性行为,es,61,86000,0.35,1.44,videos sexo gratis,2025-10-24 13:10:39,,473000,13000,182000,2015-09-01,"Non-branded,Non-local"
119,declaración de la renta 2025,2025年所得税申报表,es,15,86000,0.35,,borrador renta 2025,2025-10-21 16:07:51,"Sitelinks,People also ask,Video preview",89000,87000,87000,2024-04-01,"Informational,Non-branded,Non-local"
120,renta,伦塔,es,24,86000,0.15,1.15,hacienda,2025-10-24 13:11:17,"Sitelinks,People also ask,Video preview,Top stories,Thumbnail",248000,2570000,2580000,2015-09-01,"Informational,Non-branded,Non-local"
121,editar pdf,编辑pdf,es,49,86000,0.40,1.37,editar pdf,2025-10-21 18:02:32,"Video preview,People also ask",927000,169000,1100000,2015-09-01,"Informational,Non-branded,Non-local"
122,quevedo,夹鼻眼镜,es,24,85000,0.20,0.47,quevedo,2025-10-24 21:19:40,"Knowledge panel,Thumbnail,People also ask,Sitelinks,Video preview",135000,32000,33000,2015-09-01,"Informational,Non-branded,Non-local"
123,asturias,阿斯图里亚斯,es,60,84000,0.10,0.49,asturias,2025-10-21 15:22:38,"Knowledge panel,Top stories,Thumbnail,People also ask",176000,10000,11000,2015-09-01,"Informational,Non-branded,Local"
124,follar,他妈的,es,0,84000,0.25,1.19,follar,2025-10-21 18:16:34,People also ask,143000,20000,29000,2015-09-01,"Informational,Non-branded,Non-local"
125,el temps,时间,es,2,84000,0.70,0.89,aemet motril,2025-10-21 17:54:05,"Knowledge card,Sitelinks",84000,8300,8300,2015-09-01,"Informational,Non-branded,Non-local"
126,podcast,播客,es,71,84000,0.30,0.51,podcast,2025-10-21 09:26:16,"Sitelinks,People also ask",1790000,11000,12000,2015-09-01,"Informational,Non-branded,Non-local"
127,email,电子邮件,es,93,84000,0.15,0.49,correo electronico,2025-10-21 18:17:21,People also ask,9330000,458000,458000,2015-09-01,"Informational,Non-branded,Non-local"
128,correo,邮件,es,66,83000,0.10,0.54,correo electronico,2025-10-22 02:47:33,Sitelinks,605000,458000,458000,2015-09-01,"Informational,Non-branded,Non-local"
129,tailandia,泰国,es,19,83000,0.15,0.43,tailandia,2025-10-22 01:35:30,"Knowledge panel,Thumbnail,Sitelinks,People also ask,Top stories",402000,3000,3000,2015-09-01,"Informational,Non-branded,Non-local"
130,incapacidad permanente,永久残疾,es,2,82000,0.15,0.94,incapacidad permanente,2025-10-22 00:29:14,"AI Overview,Thumbnail,Sitelinks,People also ask,Video preview",93000,2800,2900,2015-09-01,"Informational,Non-branded,Non-local"
131,quinielista,台球运动员,es,22,82000,0.15,1.03,quinielista,2025-10-21 02:51:56,Sitelinks,84000,253000,256000,2015-09-01,"Informational,Non-branded,Non-local"
132,salamanca,萨拉曼卡,es,68,82000,0.35,0.34,salamanca spain,2025-10-25 00:33:48,"Thumbnail,Sitelinks,Top stories,People also ask,Video preview,Knowledge panel",199000,1700,3300,2015-09-01,"Informational,Non-branded,Local"
133,pdf,pdf,es,76,82000,0.15,0.75,pdf,2025-10-21 20:50:49,Sitelinks,3560000,69000,69000,2015-09-01,"Informational,Non-branded,Non-local"
134,andorra,安道尔,es,34,82000,0.10,0.5,andorra,2025-10-21 17:36:03,"Thumbnail,Sitelinks,People also ask,Knowledge panel,Video preview",676000,11000,37000,2015-09-01,"Informational,Non-branded,Non-local"
