#,Keyword,中文释义,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents
29,アダルト,成人,jp,2,391000,0.10,1.15,アダルト,2025-10-24 20:22:11,"Top stories,Thumbnail,Sitelinks,Video preview",393000,115000,116000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
30,ワクワク,兴奋的,jp,28,378000,0.15,1.07,わくわく,2025-10-24 05:28:51,"Sitelinks,People also ask,Thumbnail,Video preview",378000,150000,151000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
31,札幌天気,札幌市 天气,jp,23,366000,0.10,0.6,札幌天気,2025-10-20 20:21:29,"Knowledge card,Sitelinks,People also ask",367000,98000,98000,2015-09-01,"Informational,Non-branded,Local"
32,英語,英语,jp,79,357000,0.10,0.38,翻訳,2025-10-24 14:18:23,"Sitelinks,People also ask,Video preview",365000,2210000,2210000,2015-09-01,"Informational,Non-branded,Non-local"
33,大谷翔平 速報,大谷翔平突发新闻,jp,2,341000,0.20,1.12,ドジャース 試合,2025-10-23 04:45:36,"Top stories,Thumbnail,Sitelinks,People also ask,Video preview",345000,535000,535000,2015-12-21,"Informational,Non-branded,Non-local"
34,ドル円チャート,美元日元走势图,jp,48,328000,0.25,0.97,ドル円,2025-10-21 19:23:44,"Sitelinks,People also ask",336000,572000,606000,2015-09-01,"Informational,Non-branded,Non-local"
35,infp,因法普,jp,0,324000,0.10,1.41,infp,2025-10-20 22:07:06,"AI Overview,Thumbnail,People also ask",818000,413000,413000,2015-09-01,"Informational,Non-branded,Non-local"
36,緊急地震速報 今,现在地震预警,jp,49,322000,0.35,0.86,地震,2025-10-21 05:17:26,"Sitelinks,People also ask",322000,2560000,2560000,2016-02-09,"Informational,Non-branded,Non-local"
37,アニメ,日本动画片,jp,69,319000,0.20,0.8,アニメ,2025-10-21 18:24:14,"Thumbnail,People also ask,Sitelinks",322000,226000,227000,2015-09-01,"Informational,Non-branded,Non-local"
38,大谷,大谷,jp,24,316000,0.10,1.11,大谷翔平,2025-10-24 08:38:26,"Top stories,Thumbnail,Knowledge panel,Sitelinks,People also ask,Video preview",356000,507000,508000,2015-09-01,"Informational,Non-branded,Non-local"
39,english to japanese,英语到日语,jp,68,315000,0.25,0.22,japanese to english,2025-10-22 01:41:09,Knowledge card,2070000,112000,205000,2015-09-01,"Informational,Non-branded,Non-local"
40,映画,电影,jp,56,313000,0.70,0.53,映画,2025-10-25 00:22:57,"Thumbnail,Sitelinks,Video preview",315000,121000,121000,2015-09-01,"Informational,Non-branded,Non-local"
41,北海道,北海道,jp,82,311000,0.15,0.31,北海道,2025-10-21 09:36:37,"Knowledge panel,People also ask,Sitelinks,Thumbnail,Top stories",400000,13000,13000,2015-09-01,"Informational,Non-branded,Local"
42,ドル円 現在,美元 日元 现价,jp,56,310000,0.25,,ドル円 現在,2025-10-21 23:52:27,Sitelinks,316000,617000,656000,2015-09-20,"Informational,Non-branded,Non-local"
43,stem 分野における女性,干领域的女性,jp,0,299000,8.00,,stem 分野における女性,2025-10-20 22:06:48,People also ask,302000,44000,44000,2025-03-07,"Informational,Non-branded,Non-local"
44,速度測定,速度测定,jp,63,293000,0.15,1.58,スピードテスト,2025-10-22 00:40:20,Sitelinks,295000,1420000,1420000,2015-09-01,"Informational,Non-branded,Non-local"
45,翻译,翻译,jp,76,291000,0.15,0.18,翻译,2025-10-22 21:13:59,"Knowledge card,Video preview",4350000,9500,10000,2015-09-01,"Informational,Non-branded,Non-local"
46,トラネキサム酸,氨甲环酸,jp,4,280000,0.60,0.86,トラネキサム酸,2025-10-21 10:00:13,"People also ask,Thumbnail",281000,107000,107000,2015-09-01,"Informational,Non-branded,Non-local"
47,母の日,母亲节,jp,23,276000,0.15,0.46,母の日,2025-10-23 20:55:41,"Knowledge card,People also ask,Thumbnail,Sitelinks,Knowledge panel",283000,16000,16000,2015-09-01,"Informational,Non-branded,Non-local"
48,大阪,大阪,jp,84,275000,0.20,0.22,osaka,2025-10-23 04:13:27,"Thumbnail,Sitelinks,People also ask,Video preview,Knowledge panel",347000,10000,12000,2015-09-01,"Informational,Non-branded,Local"
49,占い,算命,jp,53,271000,0.10,1.18,占い,2025-10-21 21:17:32,"Thumbnail,Sitelinks",277000,188000,189000,2015-09-01,"Informational,Non-branded,Non-local"
50,駐車場,停車處,jp,60,260000,0.30,0.4,コインパーキング,2025-10-21 08:06:45,"Local pack,Sitelinks,Thumbnail",262000,15000,15000,2015-09-01,"Informational,Non-branded,Local"
51,qrコード作成,二维码创建,jp,36,258000,0.15,1.41,qrコード,2025-10-24 18:45:22,"Sitelinks,People also ask,Video preview",261000,270000,271000,2015-09-01,"Informational,Non-branded,Non-local"
52,ウクライナ,乌克兰,jp,33,255000,0.45,0.58,ウクライナ,2025-10-21 21:28:07,"Top stories,Thumbnail,Knowledge panel,Sitelinks,Video preview",259000,8100,8200,2015-09-01,"Informational,Non-branded,Non-local"
53,バウンディ,邦迪,jp,45,253000,0.10,0.52,vaundy,2025-10-24 17:37:23,"Knowledge panel,People also ask,Sitelinks,Thumbnail,Video preview",253000,26000,26000,2015-09-06,"Informational,Non-branded,Non-local"
54,マッチングアプリ,匹配应用程序,jp,60,247000,0.90,0.92,マッチングアプリ,2025-10-21 08:48:29,"Sitelinks,People also ask,Knowledge panel",259000,146000,147000,2015-09-04,"Informational,Commercial,Non-branded,Non-local"
55,pdf,pdf,jp,57,245000,0.15,0.63,アイラブpdf,2025-10-20 12:50:04,"AI Overview,Thumbnail,Sitelinks,People also ask",3560000,185000,185000,2015-09-01,"Informational,Non-branded,Non-local"
56,パチンコ,弹珠机,jp,1,242000,0.20,0.73,p-world,2025-10-21 18:06:28,"Sitelinks,Local teaser pack",244000,32000,32000,2015-09-01,"Informational,Non-branded,Non-local"
57,ハンバーグ レシピ,汉堡食谱,jp,7,240000,0.10,1.17,ハンバーグ レシピ,2025-10-23 04:36:15,"Top stories,Thumbnail,Video preview,People also ask",245000,133000,136000,2015-09-01,"Informational,Non-branded,Non-local"
58,カフェ,咖啡店,jp,61,238000,0.20,0.3,サンマルクカフェ,2025-10-21 07:34:49,"Local teaser pack,Thumbnail,Video preview",243000,66000,66000,2015-09-01,"Informational,Non-branded,Non-local"
59,羽田空港,羽田机场,jp,48,235000,0.10,0.64,羽田空港,2025-10-21 05:55:03,"Sitelinks,Knowledge panel",239000,118000,118000,2015-09-01,"Informational,Non-branded,Local"
60,名古屋,名古屋,jp,76,232000,0.30,0.22,名古屋 観光,2025-10-21 14:14:54,"People also ask,Knowledge panel,Thumbnail,Sitelinks",319000,12000,13000,2015-09-01,"Informational,Non-branded,Local"
61,クレジットカード,信用卡,jp,70,230000,1.30,0.73,jcb,2025-10-21 03:44:29,"AI Overview,Sitelinks,People also ask,Top stories,Thumbnail",232000,316000,317000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
62,yen to usd,日元兑美元,jp,44,230000,0.30,0.27,yen to usd,2025-10-23 14:03:32,"People also ask,Sitelinks",1270000,32000,47000,2015-09-02,"Informational,Non-branded,Non-local"
63,ノートパソコン,笔记本电脑,jp,14,230000,0.20,0.71,ノートパソコン,2025-10-21 07:42:27,"Thumbnail,People also ask,Shopping",231000,147000,147000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
64,甲子園,甲子园,jp,58,227000,0.20,0.92,甲子園,2025-10-21 19:27:10,"Sitelinks,Top stories,Thumbnail,Local pack",236000,189000,189000,2015-09-01,"Informational,Non-branded,Non-local"
65,中出し,中出,jp,38,221000,0.70,1.12,中出し,2025-10-22 03:01:02,Sitelinks,225000,99000,99000,2015-09-01,"Informational,Non-branded,Non-local"
66,1ドル 円,1美元日元,jp,51,220000,0.20,0.35,ドル円 現在,2025-10-21 08:55:05,"People also ask,Top stories,Thumbnail,Sitelinks",245000,617000,656000,2015-09-01,"Informational,Non-branded,Non-local"
67,動物占い,动物算命,jp,26,220000,0.30,1.59,動物占い 無料,2025-10-21 10:41:17,"Sitelinks,Knowledge panel,Video preview",225000,16000,19000,2015-09-01,"Informational,Non-branded,Non-local"
68,ホテル,酒店,jp,87,217000,0.50,0.41,一休,2025-10-21 03:40:48,"Sitelinks,Thumbnail,People also ask",225000,412000,420000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
69,チャット,聊天,jp,51,216000,0.25,1.2,チャットgpt,2025-10-21 07:20:53,"Sitelinks,Knowledge panel",218000,1830000,1850000,2015-09-01,"Informational,Non-branded,Non-local"
70,源泉徴収票,预扣税单,jp,8,215000,1.40,0.59,源泉徴収票,2025-10-21 21:20:05,"People also ask,Sitelinks,Knowledge panel",216000,109000,110000,2015-09-01,"Informational,Non-branded,Non-local"
71,芦田愛菜,芦田爱菜,jp,30,215000,0.15,0.77,芦田愛菜,2025-10-21 05:02:08,"Sitelinks,Thumbnail,Knowledge panel,Top stories",218000,95000,96000,2015-09-01,"Informational,Non-branded,Non-local"
72,履歴書,恢复,jp,21,214000,0.25,0.94,履歴書,2025-10-21 19:02:39,"Thumbnail,Sitelinks",219000,200000,200000,2015-09-01,"Informational,Non-branded,Non-local"
73,箱根駅伝 2025,箱根接力赛 2025,jp,6,214000,0.35,,箱根駅伝 結果,2025-10-21 11:13:49,"Sitelinks,Top stories,Thumbnail,People also ask",215000,83000,83000,2023-01-02,"Informational,Non-branded,Non-local"
74,株式会社,有限公司,jp,3,214000,0.20,0.16,株式会社,2025-10-24 08:20:19,"People also ask,Thumbnail,Sitelinks,Video preview,Knowledge panel",218000,6700,7500,2015-09-01,"Informational,Non-branded,Non-local"
75,五条悟,五条悟,jp,2,212000,0.10,0.86,五条悟,2025-10-21 15:24:09,"Sitelinks,People also ask,Thumbnail,Knowledge panel",221000,159000,159000,2018-06-11,"Informational,Non-branded,Non-local"
76,週間天気,每周天气,jp,32,211000,0.20,0.82,天気予報,2025-10-24 10:55:33,"Sitelinks,Video preview",211000,644000,648000,2015-09-01,"Informational,Non-branded,Non-local"
77,為替 ドル円,美元 日元 兑换,jp,50,210000,0.60,0.73,ドル円 現在,2025-10-21 11:49:02,"Top stories,Thumbnail,People also ask,Sitelinks",218000,617000,656000,2015-09-02,"Informational,Non-branded,Non-local"
78,pdf 結合,pdf 结合,jp,18,208000,0.10,1.34,pdf 結合,2025-10-21 05:31:55,People also ask,211000,176000,178000,2015-09-01,"Informational,Non-branded,Non-local"
79,ピザ,比萨,jp,24,207000,0.25,0.79,ドミノピザ,2025-10-20 23:03:27,"Local teaser pack,Thumbnail,Sitelinks",210000,1210000,1210000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
80,台湾,台湾,jp,49,206000,0.10,0.53,台湾,2025-10-24 19:54:18,"Sitelinks,People also ask,Top stories,Thumbnail,Video preview,Knowledge panel",273000,17000,17000,2015-09-01,"Informational,Non-branded,Non-local"
81,ビットコインチャート,比特币图表,jp,77,206000,0.70,1.02,ビットコイン チャート,2025-10-23 08:25:05,"People also ask,Sitelinks",206000,235000,237000,2015-09-04,"Informational,Non-branded,Non-local"
82,ゲーミングpc,游戏电脑,jp,45,206000,0.35,1.16,ゲーミングpc,2025-10-21 21:30:04,"Thumbnail,People also ask,Shopping,Sitelinks",208000,66000,66000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
83,年末調整,年末调整,jp,8,206000,0.35,0.79,年末調整,2025-10-21 11:57:44,"Sitelinks,People also ask,Video preview",207000,90000,90000,2015-09-01,"Informational,Non-branded,Non-local"
84,タブレット,药片,jp,7,205000,0.10,0.76,タブレットpc,2025-10-21 13:36:33,"Thumbnail,People also ask,Sitelinks,Video preview,Shopping",206000,23000,23000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
85,金価格,黄金价格,jp,42,204000,0.30,1.08,金価格,2025-10-21 17:29:07,"Sitelinks,Top stories,Thumbnail,People also ask",213000,504000,508000,2015-09-01,"Informational,Non-branded,Non-local"
86,パソコン,电脑,jp,79,204000,0.15,0.4,パソコン,2025-10-21 12:50:14,"Shopping,Thumbnail,People also ask,Sitelinks,Video preview",207000,26000,26000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
87,ado 顔,土脸,jp,0,204000,0.10,,ado 顔,2025-10-21 02:29:30,"Thumbnail,People also ask,Video preview",205000,102000,103000,2020-04-14,"Informational,Non-branded,Non-local"
88,エアコン,空调,jp,22,199000,0.25,0.71,エアコン,2025-10-20 23:19:13,"Thumbnail,Sitelinks,Shopping,People also ask",201000,129000,130000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
89,地震情報,地震信息,jp,56,198000,0.20,1.2,地震,2025-10-24 17:12:08,"Sitelinks,Top stories,Thumbnail,People also ask,Video preview",200000,2550000,2550000,2015-09-01,"Informational,Non-branded,Non-local"
90,近本光司,近本光司,jp,7,198000,0.15,0.96,近本光司,2025-10-21 20:09:26,"Top stories,Thumbnail,Knowledge panel,Sitelinks,People also ask",198000,131000,131000,2018-07-17,"Informational,Non-branded,Non-local"
91,sdgs,可持续发展目标,jp,79,198000,0.90,0.89,sdgs,2025-10-24 20:57:36,"Sitelinks,People also ask,Video preview",415000,125000,125000,2015-09-02,"Informational,Non-branded,Non-local"
92,てんき,天气,jp,78,198000,0.10,0.63,weather,2025-10-21 14:37:23,Sitelinks,198000,698000,703000,2015-09-01,"Informational,Non-branded,Non-local"
93,桜,樱花,jp,36,197000,0.10,0.46,桜,2025-10-24 06:07:51,"Thumbnail,People also ask,Sitelinks,Video preview,Knowledge panel",218000,23000,26000,2015-09-01,"Informational,Non-branded,Non-local"
94,補助金,补助金,jp,63,196000,0.20,0.83,補助金,2025-10-24 18:38:32,"Sitelinks,People also ask,Video preview",197000,7300,7300,2015-09-01,"Informational,Non-branded,Non-local"
95,横浜,横滨,jp,85,196000,0.30,0.22,横浜 観光,2025-10-24 09:01:04,"Thumbnail,Sitelinks,Knowledge panel,People also ask,Top stories,Video preview",199000,14000,15000,2015-09-01,"Informational,Non-branded,Local"
96,近くの飲食店,附近的餐馆,jp,0,194000,0.35,0.29,札幌 グルメ,2025-10-21 18:35:27,"Thumbnail,Sitelinks,Video preview",195000,5100,5100,2015-09-05,"Informational,Non-branded,Local"
97,スーパー,极好的,jp,0,194000,0.35,0.17,滝川 スーパー,2025-10-21 13:04:16,"Local teaser pack,People also ask,Thumbnail,Sitelinks",197000,10,10,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
98,軽自動車,轻型车,jp,42,193000,0.20,0.46,軽自動車,2025-10-21 15:00:03,"Thumbnail,Sitelinks,People also ask",195000,52000,53000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
99,時計,钟,jp,50,193000,0.10,0.39,時計,2025-10-24 07:04:09,"Thumbnail,Sitelinks,Shopping,Video preview",197000,65000,66000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
100,飛行機,飞机,jp,90,191000,0.35,0.55,エアトリ,2025-10-21 10:11:28,"Sitelinks,Thumbnail,Video preview",197000,536000,539000,2015-09-01,"Informational,Commercial,Transactional,Non-branded,Non-local"
101,レンタカー,租车,jp,81,188000,0.20,0.87,ニッポンレンタカー,2025-10-21 04:01:14,"Local pack,Sitelinks,Thumbnail",193000,89000,90000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
102,世界の株価,世界股票价格,jp,35,187000,0.80,1.12,世界の株価リアルタイム,2025-10-21 21:26:32,Sitelinks,189000,16000,16000,2015-09-01,"Informational,Non-branded,Non-local"
103,パスタ,面食,jp,36,187000,0.10,0.42,パスタ,2025-10-21 07:47:26,"Local teaser pack,Thumbnail,Sitelinks",189000,21000,21000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
104,usd to yen,美元兑日元,jp,40,183000,0.20,0.27,usd to jpy,2025-10-20 23:50:03,"Sitelinks,People also ask",556000,136000,143000,2015-09-01,"Informational,Non-branded,Non-local"
105,タクシー,出租车,jp,10,182000,0.50,0.44,タクシー 料金,2025-10-21 00:33:49,"Local teaser pack,Sitelinks,Thumbnail",184000,13000,13000,2015-09-01,"Informational,Non-branded,Non-local"
106,ピラティス,普拉提,jp,49,180000,0.25,0.76,ピラティスk,2025-10-21 13:15:14,"Sitelinks,People also ask,Thumbnail,Local pack,Knowledge panel",184000,69000,70000,2015-09-01,"Informational,Non-branded,Non-local"
107,久保建英,久保建房,jp,14,180000,0.30,1.09,久保建英,2025-10-21 10:38:35,"Top stories,Thumbnail,Knowledge panel,Sitelinks",184000,33000,33000,2015-09-01,"Informational,Non-branded,Non-local"
108,スマホ,手机,jp,47,178000,0.15,0.36,スマホ,2025-10-21 22:06:36,"Shopping,Thumbnail,Sitelinks,People also ask",180000,27000,27000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
109,八田與一,八田与一,jp,6,178000,0.10,0.99,八田與一,2025-10-21 23:01:11,"People also ask,Top stories,Thumbnail,Video preview",182000,176000,176000,2015-09-03,"Informational,Non-branded,Non-local"
110,ニュース速報,突发新闻,jp,43,178000,0.40,0.99,速報,2025-10-21 23:38:46,"Top stories,Thumbnail,Sitelinks",181000,134000,135000,2015-09-01,"Informational,Non-branded,Non-local"
111,ご飯,干饭,jp,14,177000,0.10,0.24,ご飯,2025-10-21 14:29:07,"Local teaser pack,Thumbnail,Sitelinks",181000,11000,11000,2015-09-01,"Informational,Non-branded,Non-local"
112,株主優待,股东利益,jp,14,175000,0.10,1.21,株主優待,2025-10-21 17:15:03,"Sitelinks,People also ask,Knowledge panel,Top stories,Thumbnail",175000,128000,128000,2015-09-01,"Informational,Non-branded,Non-local"
113,イチロー,一郎,jp,3,175000,0.25,1.01,イチロー,2025-10-21 23:31:54,"Sitelinks,Top stories,Thumbnail,Knowledge panel,Video preview",177000,86000,87000,2015-09-01,"Informational,Non-branded,Non-local"
114,韓国料理,韩国食品,jp,0,174000,0.10,0.49,小山 韓国料理,2025-10-21 05:59:46,"Local teaser pack,People also ask,Thumbnail,Sitelinks",177000,70,70,2015-09-01,"Informational,Non-branded,Non-local"
115,転職,工作变动,jp,81,174000,4.00,0.99,マイナビ転職,2025-10-21 16:34:30,"Sitelinks,Top stories,Thumbnail,People also ask",177000,223000,225000,2015-09-01,"Informational,Non-branded,Non-local"
116,競馬予想,赛马预测,jp,33,174000,0.70,1.26,競馬予想,2025-10-21 18:57:02,"Sitelinks,Top stories,Thumbnail",175000,130000,130000,2015-09-01,"Informational,Non-branded,Non-local"
117,peach,桃,jp,30,174000,0.15,1.05,ピーチ,2025-10-21 19:49:14,Sitelinks,689000,711000,716000,2015-09-01,"Informational,Non-branded,Non-local"
118,皮膚科,皮肤科,jp,40,171000,0.80,0.55,皮膚科専門医,2025-10-21 01:37:03,"Local teaser pack,People also ask,Thumbnail",181000,1400,1400,2015-09-01,"Informational,Non-branded,Non-local"
119,近くのラーメン屋,附近的拉面店,jp,46,171000,0.10,0.38,日光市 ラーメン,2025-10-25 00:00:46,"Local teaser pack,Thumbnail,People also ask,Sitelinks,Video preview",172000,10,10,2015-09-02,"Informational,Non-branded,Local"
120,寿司,寿司,jp,0,170000,0.10,0.4,人気寿司屋,2025-10-21 16:44:05,"Local teaser pack,Thumbnail",184000,0,0,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
121,ちんこ,阴茎,jp,6,168000,0.90,0.45,ちんこ,2025-10-23 08:29:49,"People also ask,Knowledge panel",170000,43000,44000,2015-09-01,"Informational,Non-branded,Non-local"
122,東京タワー,东京塔,jp,45,168000,0.20,0.66,東京タワー,2025-10-24 08:43:27,"Sitelinks,People also ask,Knowledge panel,Thumbnail,Video preview",169000,96000,97000,2015-09-01,"Informational,Non-branded,Local"
123,風吹ケイ,吹雪庆,jp,8,167000,0.10,,風吹ケイ,2025-10-21 05:19:29,"Sitelinks,People also ask,Knowledge panel",171000,81000,81000,2021-12-08,"Informational,Non-branded,Non-local"
124,スマホケース,智能手机外壳,jp,48,166000,0.15,0.54,スマホケース,2025-10-21 05:13:50,Thumbnail,168000,38000,38000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
125,hentai,无尽的,jp,53,164000,0.15,1.17,hentai,2025-10-21 15:40:46,,25990000,82000,82000,2015-09-01,"Non-branded,Non-local"
126,生成ai,生成ai,jp,23,164000,0.30,,生成ai 無料,2025-10-21 11:21:17,"AI Overview,Thumbnail,Top ads,Knowledge panel,Sitelinks,People also ask,Bottom ads",168000,19000,19000,2020-01-13,"Informational,Non-branded,Non-local"
127,ピラフ星人,抓饭外星人,jp,0,163000,0.20,,ピラフ 星人,2025-10-21 08:07:51,"People also ask,Video preview,Thumbnail",163000,3000,3000,2019-07-28,"Informational,Non-branded,Non-local"
128,伊勢神宮,伊势神宫,jp,49,163000,0.20,0.64,伊勢神宮,2025-10-21 22:53:26,"Sitelinks,People also ask,Knowledge panel,Video preview",172000,68000,68000,2015-09-01,"Informational,Non-branded,Local"
129,大リーグ速報,大联盟新闻,jp,7,160000,0.20,0.66,大リーグ速報,2025-10-21 10:17:17,"Sitelinks,Top stories,Thumbnail",160000,456000,457000,2015-09-12,"Informational,Non-branded,Non-local"
130,entj,恩杰,jp,0,160000,0.15,1.12,entj,2025-10-21 17:33:53,"AI Overview,Thumbnail,People also ask",377000,192000,192000,2015-09-05,"Informational,Non-branded,Non-local"
131,ドル 円,美元日元,jp,50,159000,0.15,0.55,ドル円,2025-10-24 20:54:34,"Top stories,Thumbnail,People also ask,Sitelinks,Video preview",190000,2600000,2690000,2015-09-01,"Informational,Non-branded,Non-local"
132,星ひとみ 占い,星瞳算命,jp,33,158000,0.15,,占い,2025-10-22 23:00:22,"Sitelinks,People also ask,Thumbnail,Video preview",161000,132000,133000,2015-10-11,"Informational,Non-branded,Non-local"
133,base,根据,jp,70,157000,0.15,0.99,base,2025-10-22 12:42:19,"Sitelinks,People also ask,Video preview",527000,165000,165000,2015-09-01,"Informational,Commercial,Non-branded,Non-local"
134,シーン,场景,jp,5,157000,0.35,0.4,シーイン,2025-10-21 10:35:05,"Sitelinks,People also ask",158000,725000,725000,2015-09-03,"Informational,Commercial,Non-branded,Non-local"
